Index,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
18,shw43,Sun 01 May 2022 ,بغداد,شمال,Iraq ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not seen,not seen
19,shw43,Sun 01 May 2022 ,مدينة الصدر ,بغداد,Iraq ,After sunset,totally cloudy,very hazy,Not Seen,not sought,not sought,not seen,not sought
20,shw43,Sun 01 May 2022 ,كربلاء,كربلاء,Iraq ,After sunset,totally cloudy,very hazy,Not Seen,not sought,not sought,not sought,not sought
21,shw43,Sun 01 May 2022 ,Milan,Lombardy,Italy ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
22,shw43,Sun 01 May 2022 ,كفر جايز ,إربد,Jordan ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
23,shw43,Sun 01 May 2022 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,hazy,Seen by others,not seen,not sought,not sought,not sought
24,shw43,Sun 01 May 2022 ,الكويت,الكويت,Kuwait ,Before sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not seen,not sought
25,shw43,Sun 01 May 2022 ,بعلبك,البقاع,Lebanon ,After sunset,partly cloudy,hazy,Not Seen,not sought,not seen,not seen,not sought
26,shw43,Sun 01 May 2022 ,"Telok Kemang Observatory, Port Dickson",Negeri Sembilan,Malaysia ,Before sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
27,shw43,Sun 01 May 2022 ,نواكشوط,عرفات,Mauritania ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
28,shw43,Sun 01 May 2022 ,المحمدية,جماعة سيدي موسى بن علي,Morocco ,After sunset,clear,hazy,Seen,not seen,seen,not sought,not sought
29,shw43,Sun 01 May 2022 ,إفران ,إفران,Morocco ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
30,shw43,Sun 01 May 2022 ,Kathmandu,Bagmati,Nepal ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
31,shw43,Sun 01 May 2022 ,Ilorin ,Kwara ,Nigeria ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
32,shw43,Sun 01 May 2022 ,Muscat,Seeb,Oman ,After sunset,clear,hazy,Not Seen,not seen,not seen,not seen,not sought
33,shw43,Sun 01 May 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
34,shw43,Sun 01 May 2022 ,الخليل,الخليل,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not seen,not sought
35,shw43,Sun 01 May 2022 ,جدة,مكة المكرمة,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
36,shw43,Sun 01 May 2022 ,Dammam,Sharjia,Saudi Arabia ,After sunset,clear,very hazy,Not Seen,not sought,not seen,not seen,not sought
37,shw43,Sun 01 May 2022 ,السويرقيه,مهد الذهب,Saudi Arabia ,After sunset,clear,hazy,Photographed,not seen,not seen,not seen,seen
38,shw43,Sun 01 May 2022 ,أملج,أملج,Saudi Arabia ,After sunset,clear,hazy,Photographed,not sought,not sought,not seen,seen
39,shw43,Sun 01 May 2022 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
40,shw43,Sun 01 May 2022 ,حمام الأنف,بن عروس,Tunisia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
41,shw43,Sun 01 May 2022 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,clear,hazy,Photographed,not sought,not sought,not seen,seen
42,shw43,Sun 01 May 2022 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not seen,not sought,not seen,not seen
43,shw43,Sun 01 May 2022 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,clear,Not Seen,not seen,not sought,not seen,not sought
44,shw43,Sun 01 May 2022 ,Abingdon,Virginia,United States ,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,not sought
45,shw43,Sun 01 May 2022 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
46,shw43,Sun 01 May 2022 ,كاراكاس,كاراكاس,Venezuela ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
47,shw43,Sun 01 May 2022 ,باركسميتو, Barquisimeto,Venezuela ,After sunset,partly cloudy,clear,Seen by others,seen,not sought,not sought,not sought
48,shw43,Mon 02 May 2022 ,كوينين,الوادي,Algeria ,Before sunset,clear,superb,Seen,seen,seen,seen,not sought
49,shw43,Mon 02 May 2022 ,عجاجة,ورقلة,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
50,shw43,Mon 02 May 2022 ,باتنة,باتنة,Algeria ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
51,shw43,Mon 02 May 2022 ,معسكر,معسكر,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
52,shw43,Mon 02 May 2022 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
53,shw43,Mon 02 May 2022 ,الحسينية,بغداد,Iraq ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
54,shw43,Mon 02 May 2022 ,مدينة الصدر ,بغداد,Iraq ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,not sought
55,shw43,Mon 02 May 2022 ,طنجة,طنجة,Morocco ,After sunset,totally cloudy,hazy,Seen,seen,not sought,not sought,seen
56,shw43,Mon 02 May 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,totally cloudy,hazy,Seen by others,not seen,not sought,not sought,not sought
57,shw43,Mon 02 May 2022 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,seen,seen,seen,seen
58,shw43,Mon 02 May 2022 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,seen,seen,seen,not sought
59,shw43,Mon 02 May 2022 ,الإمارات,دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,seen,seen,seen,not sought
60,shw43,Fri 29 April 2022 ,بوسعادة,المسيلة,Algeria ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,seen,not sought
61,shw43,Fri 29 April 2022 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,seen,seen
62,shw43,Fri 29 April 2022 ,طنجة,طنجة,Morocco ,After sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,seen
63,shw43,Fri 29 April 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,clear,clear,Seen,not seen,seen,not sought,not sought
64,shw43,Fri 29 April 2022 ,جده,جده,Saudi Arabia ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,seen
65,shw43,Fri 29 April 2022 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
66,shw43,Fri 29 April 2022 ,الإمارات ,دبي,United Arab Emirates ,Before sunrise,clear,superb,Seen,seen,not sought,seen,not sought
67,shw43,Fri 29 April 2022 ,دبي,دبي,United Arab Emirates ,Before sunrise,clear,hazy,Seen,not seen,seen,seen,seen
68,shw43,Fri 29 April 2022 ,دبي,ديرة دبي,United Arab Emirates ,After sunrise,clear,hazy,Seen,seen,seen,seen,seen
69,shw43,Sat 30 April 2022 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not sought
70,shw43,Sat 30 April 2022 ,irbid,إربد,Jordan ,After sunrise,totally cloudy,very hazy,Not Seen,not sought,not sought,not sought,not seen
71,shw43,Sat 30 April 2022 ,Abu Dhabi,Abu Dhabi,Jordan ,After sunrise,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
0,kea43,Mon 30 May 2022 ,قمار,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,kea43,Mon 30 May 2022 ,جبل عبد الدايم - مدينة بني يزجن,غرداية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
2,kea43,Mon 30 May 2022 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
3,kea43,Mon 30 May 2022 ,Mosul,Nineveh,Iraq ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not seen
4,kea43,Mon 30 May 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not seen
5,kea43,Mon 30 May 2022 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
6,kea43,Mon 30 May 2022 ,القدس,القدس,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not seen,not sought
7,kea43,Mon 30 May 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
8,kea43,Mon 30 May 2022 ,Bolton,Greater Manchester,United Kingdom ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
9,kea43,Mon 30 May 2022 ,Tucson,Arizona,United States ,After sunset,clear,hazy,Not Seen,not sought,not sought,not seen,not sought
10,kea43,Tue 31 May 2022 ,جبل عبد الدايم- مدينة بني يزجن,غرداية,Algeria ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
11,kea43,Tue 31 May 2022 ,كوينين,الوادي,Algeria ,After sunset,clear,hazy,Seen,seen,seen,seen,not sought
12,kea43,Tue 31 May 2022 ,القرارة,غرداية,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
13,kea43,Tue 31 May 2022 ,ڨمار,وادي سوف ,Algeria ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
14,kea43,Tue 31 May 2022 ,Sydney,NSW,Australia ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
15,kea43,Tue 31 May 2022 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
16,kea43,Tue 31 May 2022 ,Kuala Tutong,Tutong,Brunei Darussalam ,After sunset,partly cloudy,clear,Seen,not seen,not sought,seen,seen
17,kea43,Tue 31 May 2022 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
18,kea43,Tue 31 May 2022 ,Road E73,Tolna,Hungary ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
19,kea43,Tue 31 May 2022 ,Debrecen,Hajdú-Bihar County,Hungary ,After sunset,partly cloudy,clear,Seen,seen,seen,seen,seen
20,kea43,Tue 31 May 2022 ,Surakarta,Central Java,Indonesia ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not seen,not seen,not seen
21,kea43,Tue 31 May 2022 ,Shahreza,Isfahan,Iran ,Before sunset,clear,hazy,Seen,seen,seen,not sought,not sought
22,kea43,Tue 31 May 2022 ,البصرة,البصرة,Iraq ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
23,kea43,Tue 31 May 2022 ,الحسينية,بغداد,Iraq ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not seen,not seen
24,kea43,Tue 31 May 2022 ,مدينة الصدر ,بغداد,Iraq ,After sunset,clear,hazy,Seen by others,not seen,not sought,not seen,not sought
25,kea43,Tue 31 May 2022 ,Irbid,Irbid,Jordan ,After sunset,clear,clear,Seen,seen,seen,seen,seen
26,kea43,Tue 31 May 2022 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
27,kea43,Tue 31 May 2022 ,Irbid,Irbid,Jordan ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
28,kea43,Tue 31 May 2022 ,الكويت,العاصمة,Kuwait ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
29,kea43,Tue 31 May 2022 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,clear,Seen,not seen,not seen,seen,seen
30,kea43,Tue 31 May 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
31,kea43,Tue 31 May 2022 ,benslimane,benslimane,Morocco ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
32,kea43,Tue 31 May 2022 ,Nayabazar,Kathmandu,Nepal ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
33,kea43,Tue 31 May 2022 ,Al-Khoudh,Muscat,Oman ,After sunset,clear,very hazy,Seen by others,not seen,not sought,seen,not sought
34,kea43,Tue 31 May 2022 ,القدس,القدس,Palestine ,After sunset,clear,superb,Seen,seen,not sought,seen,not sought
35,kea43,Tue 31 May 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
36,kea43,Tue 31 May 2022 ,Dhahran,Eastern Province,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
37,kea43,Tue 31 May 2022 ,المهدية,المهدية,Tunisia ,After sunset,clear,very hazy,Seen,seen,seen,not sought,seen
38,kea43,Tue 31 May 2022 ,الزبير,الشارقة,United Arab Emirates ,After sunset,clear,clear,Seen,not seen,seen,seen,seen
39,kea43,Tue 31 May 2022 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,not seen,seen,seen
40,kea43,Tue 31 May 2022 ,دبي,دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,not sought,seen,seen
41,kea43,Tue 31 May 2022 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
42,kea43,Tue 31 May 2022 ,Bolton,Greater Manchester,United Kingdom ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
43,kea43,Tue 31 May 2022 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
44,kea43,Sat 28 May 2022 ,بحيرة ساوة,السماوة,Iraq ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,seen,not sought
45,kea43,Sat 28 May 2022 ,طنجة,طنجة,Morocco ,Before sunrise,clear,superb,Seen,seen,not sought,not sought,seen
46,kea43,Sat 28 May 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
47,kea43,Sat 28 May 2022 ,دبي,دبي,United Arab Emirates ,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
48,kea43,Sat 28 May 2022 ,Dewsbury,West Yorkshire,United Kingdom ,Before sunrise,partly cloudy,clear,Seen by others,seen,not sought,not sought,not sought
49,kea43,Sun 29 May 2022 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
50,kea43,Sun 29 May 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
51,kea43,Sun 29 May 2022 ,دبي,دبي,Palestine ,Before sunrise,clear,hazy,Seen,not seen,not seen,seen,seen
0,hej43,Wed 29 June 2022 ,القاهرة,القاهرة,Egypt ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
1,hej43,Wed 29 June 2022 ,Lembang,Jawa Barat,Indonesia ,Before sunset,partly cloudy,very hazy,Photographed,not sought,not sought,not sought,seen
2,hej43,Wed 29 June 2022 ,Surakarta,Central Java,Indonesia ,After sunset,clear,clear,Not Seen,not seen,not seen,not seen,not seen
3,hej43,Wed 29 June 2022 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
4,hej43,Wed 29 June 2022 ,الموصل,نينوى,Iraq ,After sunset,clear,clear,Not Seen,not seen,not sought,not seen,not sought
5,hej43,Wed 29 June 2022 ,بغداد الجديدة ,بغداد ,Iraq ,After sunset,clear,clear,Not Seen,not sought,not sought,not seen,not sought
6,hej43,Wed 29 June 2022 ,بعلبك,البقاع,Lebanon ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
7,hej43,Wed 29 June 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not seen
8,hej43,Wed 29 June 2022 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
9,hej43,Wed 29 June 2022 ,Muscat,Seeb,Oman ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
10,hej43,Wed 29 June 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen by others,not seen,not sought,not sought,not sought
11,hej43,Wed 29 June 2022 ,القدس,القدس,Palestine ,After sunset,clear,clear,Seen,not seen,not sought,seen,not sought
12,hej43,Wed 29 June 2022 ,الظهران,الشرقيه ,Saudi Arabia ,After sunset,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
13,hej43,Wed 29 June 2022 ,أملج,أملج,Saudi Arabia ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not seen
14,hej43,Wed 29 June 2022 ,المهدية,المهدية,Tunisia ,After sunset,totally cloudy,very hazy,Not Seen,not sought,not sought,not sought,not sought
15,hej43,Wed 29 June 2022 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not sought,not sought,not seen
16,hej43,Wed 29 June 2022 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Seen,not seen,seen,not sought,not sought
17,hej43,Wed 29 June 2022 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
18,hej43,Thu 30 June 2022 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,very hazy,Seen,seen,not sought,not sought,seen
19,hej43,Thu 30 June 2022 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
20,hej43,Thu 30 June 2022 ,Baku,Abşeron,Azerbaijan ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
21,hej43,Thu 30 June 2022 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,hazy,Photographed,not sought,not sought,not sought,seen
22,hej43,Thu 30 June 2022 ,E73,Tolna,Hungary ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
23,hej43,Thu 30 June 2022 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,clear,Seen,not seen,seen,seen,not sought
24,hej43,Thu 30 June 2022 ,شاهین شهر ,اصفهان ,Iran ,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,seen
25,hej43,Thu 30 June 2022 ,الحسينية,بغداد,Iraq ,After sunset,partly cloudy,clear,Seen by others,seen,not sought,not sought,not sought
26,hej43,Thu 30 June 2022 ,شط العرب,البصرة,Iraq ,After sunset,clear,clear,Seen,seen,not sought,not sought,seen
27,hej43,Thu 30 June 2022 ,Milan,Lombardy,Italy ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
28,hej43,Thu 30 June 2022 ,بعلبك ,البقاع,Lebanon ,After sunset,clear,clear,Seen,seen,seen,seen,seen
29,hej43,Thu 30 June 2022 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
30,hej43,Thu 30 June 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
31,hej43,Thu 30 June 2022 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
32,hej43,Thu 30 June 2022 ,Kathmandu,Bagmati,Nepal ,After sunset,totally cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
33,hej43,Thu 30 June 2022 ,Muscat,Seeb,Oman ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
34,hej43,Thu 30 June 2022 ,الخليل,الخليل,Palestine ,After sunset,clear,clear,Seen,seen,seen,seen,seen
35,hej43,Thu 30 June 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
36,hej43,Thu 30 June 2022 ,مكة المكرمة,مكة المكرمة,Saudi Arabia ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
37,hej43,Thu 30 June 2022 ,عجمان,عجمان,United Arab Emirates ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
38,hej43,Thu 30 June 2022 ,عجمان ,عجمان ,United Arab Emirates ,After sunset,partly cloudy,clear,Seen,seen,not sought,seen,seen
39,hej43,Thu 30 June 2022 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
40,hej43,Mon 27 June 2022 ,حد الصحاري,الجلفة,Algeria ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,seen
41,hej43,Mon 27 June 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
42,hej43,Mon 27 June 2022 ,دبي,دبي,United Arab Emirates ,Before sunrise,partly cloudy,hazy,Seen,seen,seen,seen,not sought
43,hej43,Mon 27 June 2022 ,Blacksburg,Virginia,United States ,Before sunrise,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
44,hej43,Tue 28 June 2022 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
45,hej43,Tue 28 June 2022 ,عيسى,الجنوبية,Bahrain ,After sunrise,clear,clear,Photographed,not sought,not sought,not seen,seen
46,hej43,Tue 28 June 2022 ,Surakarta,Central Java,Indonesia ,Before sunrise,clear,clear,Seen,not seen,seen,seen,seen
47,hej43,Tue 28 June 2022 ,خمینی شهر ,اصفهان ,Iran ,Before sunrise,clear,hazy,Seen by others,seen,seen,seen,seen
48,hej43,Tue 28 June 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
49,hej43,Tue 28 June 2022 ,دبي,دبي,United Arab Emirates ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
50,hej43,Tue 28 June 2022 ,Tucson,AZ,United Arab Emirates ,Before sunrise,partly cloudy,hazy,Not Seen,not sought,not sought,not seen,not sought
0,muh44,Fri 29 July 2022 ,الكويف,تبسة,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
1,muh44,Fri 29 July 2022 ,بني يزجن - جبل عبد الدايم,غرداية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
2,muh44,Fri 29 July 2022 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
3,muh44,Fri 29 July 2022 ,Sydney,NSW,Australia ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
4,muh44,Fri 29 July 2022 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
5,muh44,Fri 29 July 2022 ,القاهرة,القاهرة,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
6,muh44,Fri 29 July 2022 ,طنطا,الغربية,Egypt ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not seen
7,muh44,Fri 29 July 2022 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
8,muh44,Fri 29 July 2022 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
9,muh44,Fri 29 July 2022 ,خمینی شهر ,اصفهان ,Iran ,Before sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
10,muh44,Fri 29 July 2022 ,مدينة الصدر ,بغداد,Iraq ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not seen,not sought
11,muh44,Fri 29 July 2022 ,Amman,Amman,Jordan ,After sunset,clear,superb,Seen,seen,not sought,seen,not sought
12,muh44,Fri 29 July 2022 ,الكويت,الكويت,Kuwait ,Before sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
13,muh44,Fri 29 July 2022 ,انواكشوط ,انواكشوط ,Mauritania ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
14,muh44,Fri 29 July 2022 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
15,muh44,Fri 29 July 2022 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not seen
16,muh44,Fri 29 July 2022 ,Kathmandu,Bagmati,Nepal ,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
17,muh44,Fri 29 July 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
18,muh44,Fri 29 July 2022 ,القدس,القدس,Palestine ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
19,muh44,Fri 29 July 2022 ,Dhahran,Eastern Province,Saudi Arabia ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
20,muh44,Fri 29 July 2022 ,المهدية,المهدية,Tunisia ,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
21,muh44,Fri 29 July 2022 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
22,muh44,Fri 29 July 2022 ,جبل نزوى,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,not seen,seen,seen,seen
23,muh44,Fri 29 July 2022 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,hazy,Not Seen,not seen,not sought,not seen,not sought
24,muh44,Fri 29 July 2022 ,Margate,Kent,United Kingdom ,After sunset,partly cloudy,hazy,Seen,not seen,seen,seen,not seen
25,muh44,Fri 29 July 2022 ,Marget,Kent,United Kingdom ,After sunset,partly cloudy,superb,Seen,not seen,seen,seen,seen
26,muh44,Fri 29 July 2022 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
27,muh44,Fri 29 July 2022 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,not sought
28,muh44,Sat 30 July 2022 ,كوينين,الوادي,Algeria ,Before sunset,clear,clear,Seen,seen,seen,seen,not sought
29,muh44,Sat 30 July 2022 ,قم,قم,Iran ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
30,muh44,Sat 30 July 2022 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,seen
31,muh44,Sat 30 July 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
32,muh44,Sat 30 July 2022 ,دبي,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,seen,seen,seen,seen
33,muh44,Wed 27 July 2022 ,الكويف,تبسة,Algeria ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
34,muh44,Wed 27 July 2022 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,seen,seen
