Islamic Month,Date,Orig Location,Location,Latitude,Longitude,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
kea41,Mon 22 June 2020 ,"Shahreza,Isfahan,Iran","Shahreza, Shahreza Central District, Shahreza County, Isfahan Province, 86139-74183, Iran",32.0116032,51.8651719,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"مدينة الصدر,بغداد,Iraq","City alsaader, Al-Nura Subdistrict, Second Al-Sadr District, Baghdad, Second Al-Sadr Municipality, Baghdad Governorate, 74125, Iraq",33.3978583,44.4613766,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
kea41,Mon 22 June 2020 ,"وادي السير,عمان,Jordan","Jordan Gate, Najran Street, ام اذينة الغربي, Wadi Essier Sub-District, Wadi Essier District, Amman, 11885, Jordan",31.9618975,35.8689801323484,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
kea41,Mon 22 June 2020 ,"Jasin,Melaka,Malaysia","Jasin District, Malacca, Malaysia",2.3058097,102.422339,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"Telok Kemang Observatory, Port Dickson,Negeri Sembilan,Malaysia","Rabat, باشوية الرباط, Rabat Prefecture, Rabat-Salé-Kénitra, Morocco",34.02236,-6.8340222,Before sunset,partly cloudy,clear,Seen,not seen,not sought,seen,seen
kea41,Mon 22 June 2020 ,"المحمدية,سيدي موسى بن علي,Morocco","Dar es Salaam, Coastal Zone, Tanzania",-6.8160837,39.2803583,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"بنسليمان ,بنسليمان,Morocco","Salem, Essex County, Massachusetts, 01970, United States",42.5195292,-70.8967226,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
kea41,Mon 22 June 2020 ,"تاوريرت,تاوريرت,Morocco","Taourirt, Rue Midelt زنقة ميدلت, Taourirt, Pachalik de Taourirt باشوية تاوريرت, Taourirt Province, Oriental, 65800, Morocco",34.408823,-2.8980697,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
kea41,Mon 22 June 2020 ,"طنجة,طنجة,Morocco","Tangier, Rue Abou Ali El Mâari, Bni Idder, arrondissement de Tanger-Medina طنجة المدينة, Tangier, Pachalik de Tanger باشوية طنجة, Prefecture of Tangier - Assilah, Tangier-Tetouan-Al Hoceima, 90013, Morocco",35.7774341,-5.8032309,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"كاتماندو,باغمتي,Nepal",Not found,0.0,0.0,Before sunset,totally cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
kea41,Mon 22 June 2020 ,"مقيبلة,الشمال,Palestine","Dar es Salaam, Coastal Zone, Tanzania",-6.8160837,39.2803583,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
kea41,Mon 22 June 2020 ,"جدة,مكة المكرمة,Saudi Arabia","Jeddah, Governorate of Jidda, Makkah Region, 23434, Saudi Arabia",21.5810088,39.1653612,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
kea41,Mon 22 June 2020 ,"ABHA,Aseer,Saudi Arabia",Not found,0.0,0.0,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"الظهران,الشرقيه,Saudi Arabia","Dhahran, Dammam Governorate, Eastern Province, 34453, Saudi Arabia",26.2966528,50.1202146,After sunset,clear,hazy,Seen,not seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"جدة,مكة,Saudi Arabia","Jeddah, Governorate of Jidda, Makkah Region, 23434, Saudi Arabia",21.5810088,39.1653612,After sunset,clear,clear,Seen,seen,not sought,seen,not sought
kea41,Mon 22 June 2020 ,"Abu Dhabi,Choose a,United Arab Emirates","Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",24.4538352,54.3774014,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
kea41,Mon 22 June 2020 ,"York,North Yorkshire,United Kingdom","North York Moors National Park, North Yorkshire, Tees Valley, England, United Kingdom",54.37734155,-0.887986789570117,After sunset,partly cloudy,hazy,Seen by others,seen,seen,not sought,not sought
kea41,Mon 22 June 2020 ,"Blacksburg,Virginia,United States","Blacksburg, Montgomery County, Virginia, United States",37.2296566,-80.4136767,After sunset,partly cloudy,very hazy,Seen,seen,seen,not sought,not sought
kea41,Sat 20 June 2020 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,Before sunrise,clear,very hazy,Not Seen,not sought,not seen,not sought,not sought
kea41,Sat 20 June 2020 ,"Ponorogo ,Jawa Timur ,Indonesia","Ponorogo, East Java, Java, Indonesia",-7.97122665,111.49889293326969,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
kea41,Sat 20 June 2020 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,seen
kea41,Sat 20 June 2020 ,"طنجة,طنجة,Indonesia",Not found,0.0,0.0,Before sunrise,clear,clear,Not Seen,not seen,not seen,not sought,not sought
hej41,Mon 20 July 2020 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
hej41,Tue 21 July 2020 ,"ڨمار,وادي سوف ,Algeria","Muqeibila, Jezreel Subdistrict, North District, Israel",32.5140208,35.2976327,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"باتنة,باتنة,Algeria","Batna, Batna district, Batna, Algeria",35.5544227,6.1767747,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
hej41,Tue 21 July 2020 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"معسكر,معسكر ,Algeria","Mascara, de Mascara District, Mascara, Algeria",35.394081,0.1379568,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"الكويف,تبسة,Algeria","El Kouif, El Kouif District, Tébessa, Algeria",35.500823,8.321967,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"قمار,الوادي,Algeria","Guemar, Taghzout, Guemar District, El Oued, Algeria",33.4916197,6.7977914,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"Sydney,NSW,Australia","Sydney, Blacktown City Council, New South Wales, Australia",-33.768528,150.9568559523945,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"عيسى,الجنوبية,Bahrain","Isa Town, Southern Governorate, 802, Bahrain",26.1741995,50.5473432,After sunset,partly cloudy,hazy,Photographed,not sought,not sought,not seen,seen
hej41,Tue 21 July 2020 ,"عيسى,الجنوبية,Bahrain","Isa Town, Southern Governorate, 802, Bahrain",26.1741995,50.5473432,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not seen,seen
hej41,Tue 21 July 2020 ,"Dhaka,Dhaka,Bangladesh","Dhaka, Dhaka Metropolitan, Dhaka District, Dhaka Division, 1215, Bangladesh",23.7644025,90.389015,After sunset,totally cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina","Abu Dhabi, Abu Dhabi Emirate, United Arab Emirates",24.4538352,54.3774014,After sunset,clear,clear,Seen,not seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"Calgary,AB,Canada","Calgary, Alberta, Canada",51.0456064,-114.057541,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"الدرب الأحمر,القاهرة,Egypt","El-Darb El-Ahmar, Cairo, 11675, Egypt",30.0421731,31.2620473,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
hej41,Tue 21 July 2020 ,"Medan,North Sumatera,Indonesia","City of Medan, North Sumatra, Sumatra, Indonesia",3.5896654,98.6738261,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not seen,not seen
hej41,Tue 21 July 2020 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,After sunset,partly cloudy,hazy,Seen by others,not seen,not seen,not seen,not seen
hej41,Tue 21 July 2020 ,"Ponorogo,Jawa Timur,Indonesia","Ponorogo, East Java, Java, Indonesia",-7.97122665,111.49889293326969,After sunset,partly cloudy,clear,Photographed,not seen,not sought,not sought,seen
hej41,Tue 21 July 2020 ,"Shahreza,Isfahan,Iran","Shahreza, Shahreza Central District, Shahreza County, Isfahan Province, 86139-74183, Iran",32.0116032,51.8651719,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"الصدر,بغداد,Iraq","Second Al-Sadr District, Baghdad, Second Al-Sadr Municipality, Baghdad Governorate, 10057, Iraq",33.40253525,44.45616462442495,After sunset,clear,very hazy,Not Seen,not seen,not seen,not sought,not sought
hej41,Tue 21 July 2020 ,"Telok Kemang Observatory,Negeri Sembilan,Malaysia",Not found,0.0,0.0,Before sunset,partly cloudy,clear,Photographed,not seen,not seen,not sought,seen
hej41,Tue 21 July 2020 ,"وزان,جهة طنجة تطوان الحسيمة ,Morocco","Ouazzane, Pachalik de Ouazzane باشوية وزان, Ouezzane Province, Tangier-Tetouan-Al Hoceima, Morocco",34.796757,-5.578493,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"الناظور,الشرق,Morocco","Nador, Rue Sidi Bennour, Nador الناظور, Nador, Pachalik de Nador باشوية الناظور, Nador Province, Oriental, 62000, Morocco",35.1739922,-2.9281198,After sunset,partly cloudy,clear,Seen by others,seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"طنجة,طنجة,Morocco","Tangier, Rue Abou Ali El Mâari, Bni Idder, arrondissement de Tanger-Medina طنجة المدينة, Tangier, Pachalik de Tanger باشوية طنجة, Prefecture of Tangier - Assilah, Tangier-Tetouan-Al Hoceima, 90013, Morocco",35.7774341,-5.8032309,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"تاوريرت,تاوريرت,Morocco","Taourirt, Rue Midelt زنقة ميدلت, Taourirt, Pachalik de Taourirt باشوية تاوريرت, Taourirt Province, Oriental, 65800, Morocco",34.408823,-2.8980697,After sunset,totally cloudy,hazy,Seen by others,not sought,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"بنسليمان ,بنسليمان,Morocco",Not found,0.0,0.0,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"كاتماندو,باغمتي,Nepal","El-Obour, Saad Al Din Al Shazly Axis, Al Huckstep Military City, Cairo, 11785, Egypt",30.1628754,31.4814749,Before sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
hej41,Tue 21 July 2020 ,"Kaduna ,Kaduna ,Nigeria","Kaduna, Kabala, Kaduna North, Kaduna State, 800211, Nigeria",10.5182899,7.4359863,After sunset,totally cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
hej41,Tue 21 July 2020 ,"مقيبلة,الشمال,Palestine",Not found,0.0,0.0,After sunset,partly cloudy,clear,Photographed,not seen,not sought,not seen,seen
hej41,Tue 21 July 2020 ,"الظهران,الشرقيه,Saudi Arabia","Dhahran, Dammam Governorate, Eastern Province, 34453, Saudi Arabia",26.2966528,50.1202146,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
hej41,Tue 21 July 2020 ,"حمام الأنف,بن عروس,Tunisia","حمام الأنف, حي محمد علي, معتمدية حمام الأنف, Ben Arous, Tunisia",36.7188,10.337787214723926,After sunset,clear,superb,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"Hafeet Mountain,Abu Dhabi,United Arab Emirates",Not found,0.0,0.0,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
hej41,Tue 21 July 2020 ,"لورنس Lawrence,‏ماساتشوستس Massachusetts,United States","Slough, England, United Kingdom",51.5111014,-0.5940682,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
hej41,Tue 21 July 2020 ,"Christiansburg,Virginia,United States","Christiansburg, Montgomery County, Virginia, United States",37.1298517,-80.4089389,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
hej41,Wed 22 July 2020 ,"Medan,North Sumatera,Indonesia","City of Medan, North Sumatra, Sumatra, Indonesia",3.5896654,98.6738261,After sunset,partly cloudy,hazy,Seen,seen,seen,seen,seen
hej41,Wed 22 July 2020 ,"الصدر,بغداد,Iraq","Second Al-Sadr District, Baghdad, Second Al-Sadr Municipality, Baghdad Governorate, 10057, Iraq",33.40253525,44.45616462442495,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
hej41,Sun 19 July 2020 ,"ڨمار,وادي سوف ,Algeria",Not found,0.0,0.0,Before sunrise,clear,superb,Seen,seen,not sought,not sought,not sought
hej41,Sun 19 July 2020 ,"Ponorogo ,Jawa Timur ,Indonesia","Ponorogo, East Java, Java, Indonesia",-7.97122665,111.49889293326969,Before sunrise,clear,clear,Seen,seen,not sought,not sought,seen
hej41,Sun 19 July 2020 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunrise,clear,clear,Seen,seen,seen,seen,seen
hej41,Sun 19 July 2020 ,"تاوريرت,تاوريرت,Morocco","Taourirt, Rue Midelt زنقة ميدلت, Taourirt, Pachalik de Taourirt باشوية تاوريرت, Taourirt Province, Oriental, 65800, Morocco",34.408823,-2.8980697,Before sunrise,clear,superb,Seen,seen,not sought,not sought,not sought
hej41,Sun 19 July 2020 ,"تاوريرت,تاوريرت,Morocco","Taourirt, Rue Midelt زنقة ميدلت, Taourirt, Pachalik de Taourirt باشوية تاوريرت, Taourirt Province, Oriental, 65800, Morocco",34.408823,-2.8980697,Before sunrise,clear,superb,Seen,seen,not sought,not sought,not sought
hej41,Sun 19 July 2020 ,"الرياض,الرياض,Saudi Arabia","Riyadh, Al Malaz, Riyadh governorate, Riyadh Region, 11131, Saudi Arabia",24.638916,46.7160104,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
hej41,Sun 19 July 2020 ,"المدينة المنورة ,المدينة المنورة ,Saudi Arabia","Medina, Al Madinah Al Munawwarah, Medina Province, 41419, Saudi Arabia",24.471153,39.6111216,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
hej41,Sun 19 July 2020 ,"لورنس Lawrence,‏ماساتشوستس Massachusetts,United States","Debrecen, Debreceni járás, Hajdú-Bihar, North Great Plain, Great Plain and North, Hungary",47.531399,21.6259782,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
hej41,Mon 20 July 2020 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
hej41,Mon 20 July 2020 ,"المدينة المنورة ,المدينة المنورة ,Germany",Not found,0.0,0.0,After sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"المدية ,المدية ,Algeria","Médéa, Medea District, Médéa, Algeria",36.265344,2.766957,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"باتنة,باتنة,Algeria","Batna, Batna district, Batna, Algeria",35.5544227,6.1767747,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"قمار,الوادي,Algeria","Guemar, Taghzout, Guemar District, El Oued, Algeria",33.4916197,6.7977914,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"حاسي بحبح,الجلفة,Algeria","Hassi Bahbah, Hassi Bahbah District, Djelfa, Algeria",35.0747536,3.0270488,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"المدية,المدية,Algeria","Médéa, Medea District, Médéa, Algeria",36.265344,2.766957,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"الكويف,تبسة,Algeria","El Kouif, El Kouif District, Tébessa, Algeria",35.500823,8.321967,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"كوينين,الوادي,Algeria","Kouinine, El Oued District, El Oued, Algeria",33.4037855,6.8264542,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"عيسى,الجنوبية,Bahrain","Isa Town, Southern Governorate, 802, Bahrain",26.1741995,50.5473432,After sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
muh42,Wed 19 August 2020 ,"Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina",Not found,0.0,0.0,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"كلغري,ألبرتة,Canada","Charlestown, South County, Rhode Island, 02813, United States",41.3831566,-71.641729,After sunset,partly cloudy,very hazy,Seen,not seen,seen,not sought,not sought
muh42,Wed 19 August 2020 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,After sunset,partly cloudy,clear,Photographed,not sought,not seen,not sought,seen
muh42,Wed 19 August 2020 ,"Munich,Bavaria,Germany","Munich, Bavaria, Germany",48.1371079,11.5753822,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
muh42,Wed 19 August 2020 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
muh42,Wed 19 August 2020 ,"Surakarta,Central Java,Indonesia","Surakarta, Central Java, Java, Indonesia",-7.5692489,110.828448,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
muh42,Wed 19 August 2020 ,"Ponorogo,Jawa Timur,Indonesia","Ponorogo, East Java, Java, Indonesia",-7.97122665,111.49889293326969,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not seen
muh42,Wed 19 August 2020 ,"Shahreza,Isfahan,Iran","Shahreza, Shahreza Central District, Shahreza County, Isfahan Province, 86139-74183, Iran",32.0116032,51.8651719,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"Hunjan village in the South of Shahreza ,Isfahan,Iran",Not found,0.0,0.0,After sunset,clear,clear,Not Seen,not sought,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"طنجة,طنجة-أصيلة,Morocco","Tangier, Rue Abou Ali El Mâari, Bni Idder, arrondissement de Tanger-Medina طنجة المدينة, Tangier, Pachalik de Tanger باشوية طنجة, Prefecture of Tangier - Assilah, Tangier-Tetouan-Al Hoceima, 90013, Morocco",35.7774341,-5.8032309,After sunset,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"تاوريرت,تاوريرت,Morocco","Taourirt, Rue Midelt زنقة ميدلت, Taourirt, Pachalik de Taourirt باشوية تاوريرت, Taourirt Province, Oriental, 65800, Morocco",34.408823,-2.8980697,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"الناظور,الشرق,Morocco","Nador, Rue Sidi Bennour, Nador الناظور, Nador, Pachalik de Nador باشوية الناظور, Nador Province, Oriental, 62000, Morocco",35.1739922,-2.9281198,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"بنسليمان ,بنسليمان,Morocco",Not found,0.0,0.0,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"وزان ,جهة طنجة تطوان الحسيمة ,Morocco","Ouazzane, Pachalik de Ouazzane باشوية وزان, Ouezzane Province, Tangier-Tetouan-Al Hoceima, Morocco",34.796757,-5.578493,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
muh42,Wed 19 August 2020 ,"Al-Fulaij,Muscat,Oman",Not found,0.0,0.0,After sunset,partly cloudy,very hazy,Not Seen,not seen,not sought,not seen,not seen
muh42,Wed 19 August 2020 ,"أملج ,أملج ,Saudi Arabia","Umluj, Tabuk Province, Saudi Arabia",25.0302778,37.2622321,After sunset,clear,clear,Photographed,not sought,not sought,not seen,seen
muh42,Wed 19 August 2020 ,"الظهران,الشرقيه,Saudi Arabia","Dhahran, Dammam Governorate, Eastern Province, 34453, Saudi Arabia",26.2966528,50.1202146,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
muh42,Wed 19 August 2020 ,"Abu Dhabi,Choose a,United Arab Emirates","Muscat, Muscat Governorate, Oman",23.5882019,58.3829448,Before sunset,partly cloudy,very hazy,Seen by others,not sought,not sought,not sought,not seen
muh42,Wed 19 August 2020 ,"‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States",Not found,0.0,0.0,After sunset,partly cloudy,clear,Seen,not seen,seen,seen,not sought
muh42,Wed 19 August 2020 ,"Oro Valley,Arizona,United States","Oro Valley, Pima County, Arizona, United States",32.4000525,-110.955317,After sunset,partly cloudy,hazy,Seen,not seen,seen,seen,not sought
muh42,Wed 19 August 2020 ,"Blacksburg,Virginia,United States","Blacksburg, Montgomery County, Virginia, United States",37.2296566,-80.4136767,After sunset,partly cloudy,very hazy,Seen,not seen,seen,not sought,not sought
muh42,Thu 20 August 2020 ,"Brisbane,Queensland,Australia","Brisbane City, Queensland, Australia",-27.4689682,153.0234991,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
muh42,Thu 20 August 2020 ,"عيسى,الجنوبية,Bahrain","Isa Town, Southern Governorate, 802, Bahrain",26.1741995,50.5473432,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
