,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
13,sha43,Thu 03 March 2022 ,Milan,Lombardy,Italy ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
14,sha43,Thu 03 March 2022 ,Jasin,Melaka,Malaysia ,After sunset,partly cloudy,hazy,Seen,not seen,not sought,seen,not sought
15,sha43,Thu 03 March 2022 ,نواكشوط,عرفات,Mauritania ,After sunset,clear,hazy,Seen by others,not seen,not sought,not sought,not sought
16,sha43,Thu 03 March 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
17,sha43,Thu 03 March 2022 ,Jeddah,Makkah,Saudi Arabia ,After sunset,clear,hazy,Seen,not seen,not sought,seen,not sought
18,sha43,Thu 03 March 2022 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,hazy,Seen,not seen,seen,not sought,not sought
19,sha43,Thu 03 March 2022 ,المهدية,المهدية,Tunisia ,After sunset,partly cloudy,clear,Seen,not sought,seen,not sought,not sought
20,sha43,Thu 03 March 2022 ,الحمرية,الشارقة,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,not sought,seen,seen
21,sha43,Thu 03 March 2022 ,الإمارات ,دبي,United Arab Emirates ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
22,sha43,Thu 03 March 2022 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
23,sha43,Thu 03 March 2022 ,دبي,ديرة دبي,United Arab Emirates ,After sunset,clear,hazy,Seen,not seen,not seen,seen,seen
24,sha43,Thu 03 March 2022 ,دبي,دبي,United Arab Emirates ,After sunset,clear,clear,Seen,not seen,seen,seen,seen
25,sha43,Thu 03 March 2022 ,‏ ‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
26,sha43,Thu 03 March 2022 ,Blacksburg,Virginia,United States ,Before sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
27,sha43,Fri 04 March 2022 ,قم,قم,Iran ,Before sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
28,sha43,Fri 04 March 2022 ,ديربلوط,سلفيت,Palestine ,After sunset,partly cloudy,very hazy,Seen,seen,not sought,not sought,not sought
29,sha43,Fri 04 March 2022 ,دبي,دبي,United Arab Emirates ,After sunset,partly cloudy,hazy,Seen,seen,seen,seen,seen
30,sha43,Fri 04 March 2022 ,الإمارات ,دبي,United Arab Emirates ,After sunset,totally cloudy,very hazy,Seen,seen,not sought,seen,not sought
31,sha43,Tue 01 March 2022 ,Benisguen,Ghardaïa,Algeria ,After sunrise,clear,clear,Seen by others,not sought,seen,not sought,not sought
32,sha43,Tue 01 March 2022 ,الكويف,تبسة,Algeria ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
33,sha43,Tue 01 March 2022 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
34,sha43,Tue 01 March 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
35,sha43,Tue 01 March 2022 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
36,sha43,Tue 01 March 2022 ,المهدية,المهدية,Tunisia ,Before sunrise,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
37,sha43,Tue 01 March 2022 ,الإمارات ,دبي,United Arab Emirates ,After sunrise,clear,superb,Seen,seen,not sought,seen,not sought
38,sha43,Tue 01 March 2022 ,دبي,دبي,United Arab Emirates ,Before sunrise,clear,clear,Seen,not seen,seen,seen,seen
39,sha43,Wed 02 March 2022 ,عيسى,الجنوبية,Bahrain ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
40,sha43,Wed 02 March 2022 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
41,sha43,Wed 02 March 2022 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunrise,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
42,sha43,Wed 02 March 2022 ,Abu Dhabi,Abu Dhabi,Saudi Arabia ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
